id,ITEM_CODE,EMP_ID,Quantity,sales_entry_date
1719,PROD_007,EMP244,32,1/20/2019
1720,PROD_008,EMP244,20,1/20/2019
1721,ESP_001,EMP244,9,1/20/2019
1722,ESP_002,EMP244,9,1/20/2019
1723,ESP_003,EMP244,7,1/20/2019
1724,ESP_004,EMP244,6,1/20/2019
1725,ESP_005,EMP244,9,1/20/2019
1726,ESP_006,EMP244,13,1/20/2019
1727,ESP_007,EMP244,6,1/20/2019
1728,ESP_008,EMP244,4,1/20/2019
1729,PROD_001,EMP244,45,1/27/2019
1730,PROD_002,EMP244,37,1/27/2019
1731,PROD_003,EMP244,40,1/27/2019
1732,PROD_004,EMP244,45,1/27/2019
1733,PROD_005,EMP244,39,1/27/2019
1734,PROD_006,EMP244,34,1/27/2019
1735,PROD_007,EMP244,33,1/27/2019
1736,PROD_008,EMP244,19,1/27/2019
1737,ESP_001,EMP244,11,1/27/2019
1738,ESP_002,EMP244,7,1/27/2019
1739,ESP_003,EMP244,8,1/27/2019
1740,ESP_004,EMP244,10,1/27/2019
1741,ESP_005,EMP244,10,1/27/2019
1742,ESP_006,EMP244,13,1/27/2019
1743,ESP_007,EMP244,7,1/27/2019
1744,ESP_008,EMP244,4,1/27/2019
1745,PROD_001,EMP244,37,2/3/2019
1746,PROD_002,EMP244,38,2/3/2019
1747,PROD_003,EMP244,40,2/3/2019
1748,PROD_004,EMP244,35,2/3/2019
1749,PROD_005,EMP244,33,2/3/2019
1750,PROD_006,EMP244,34,2/3/2019
1751,PROD_007,EMP244,30,2/3/2019
1752,PROD_008,EMP244,19,2/3/2019
1753,ESP_001,EMP244,9,2/3/2019
1754,ESP_002,EMP244,7,2/3/2019
1755,ESP_003,EMP244,7,2/3/2019
1756,ESP_004,EMP244,7,2/3/2019
1757,ESP_005,EMP244,8,2/3/2019
1758,ESP_006,EMP244,13,2/3/2019
1759,ESP_007,EMP244,6,2/3/2019
1760,ESP_008,EMP244,4,2/3/2019
1761,PROD_001,EMP244,43,2/10/2019
1762,PROD_002,EMP244,48,2/10/2019
1763,PROD_003,EMP244,53,2/10/2019
1764,PROD_004,EMP244,43,2/10/2019
1765,PROD_005,EMP244,28,2/10/2019
1766,PROD_006,EMP244,38,2/10/2019
1767,PROD_007,EMP244,36,2/10/2019
1768,PROD_008,EMP244,29,2/10/2019
1769,ESP_001,EMP244,11,2/10/2019
1770,ESP_002,EMP244,8,2/10/2019
1771,ESP_003,EMP244,9,2/10/2019
1772,ESP_004,EMP244,8,2/10/2019
1773,ESP_005,EMP244,7,2/10/2019
1774,ESP_006,EMP244,14,2/10/2019
1775,ESP_007,EMP244,7,2/10/2019
1776,ESP_008,EMP244,5,2/10/2019
1777,PROD_001,EMP244,47,2/17/2019
1778,PROD_002,EMP244,40,2/17/2019
1779,PROD_003,EMP244,43,2/17/2019
1780,PROD_004,EMP244,44,2/17/2019
1781,PROD_005,EMP244,44,2/17/2019
1782,PROD_006,EMP244,34,2/17/2019
1783,PROD_007,EMP244,42,2/17/2019
1784,PROD_008,EMP244,35,2/17/2019
1785,ESP_001,EMP244,11,2/17/2019
1786,ESP_002,EMP244,6,2/17/2019
1787,ESP_003,EMP244,7,2/17/2019
1788,ESP_004,EMP244,7,2/17/2019
1789,ESP_005,EMP244,11,2/17/2019
1790,ESP_006,EMP244,12,2/17/2019
1791,ESP_007,EMP244,8,2/17/2019
1792,ESP_008,EMP244,6,2/17/2019
1793,PROD_001,EMP244,34,2/24/2019
1794,PROD_002,EMP244,39,2/24/2019
1795,PROD_003,EMP244,45,2/24/2019
1796,PROD_004,EMP244,36,2/24/2019
1797,PROD_005,EMP244,36,2/24/2019
1798,PROD_006,EMP244,26,2/24/2019
1799,PROD_007,EMP244,40,2/24/2019
1800,PROD_008,EMP244,15,2/24/2019
1801,ESP_001,EMP244,8,2/24/2019
1802,ESP_002,EMP244,6,2/24/2019
1803,ESP_003,EMP244,7,2/24/2019
1804,ESP_004,EMP244,5,2/24/2019
1805,ESP_005,EMP244,9,2/24/2019
1806,ESP_006,EMP244,9,2/24/2019
1807,ESP_007,EMP244,7,2/24/2019
1808,ESP_008,EMP244,3,2/24/2019
1809,PROD_001,EMP244,39,3/3/2019
1810,PROD_002,EMP244,40,3/3/2019
1811,PROD_003,EMP244,32,3/3/2019
1812,PROD_004,EMP244,39,3/3/2019
1813,PROD_005,EMP244,36,3/3/2019
1814,PROD_006,EMP244,36,3/3/2019
1815,PROD_007,EMP244,44,3/3/2019
1816,PROD_008,EMP244,27,3/3/2019
1817,ESP_001,EMP244,9,3/3/2019
1818,ESP_002,EMP244,5,3/3/2019
1819,ESP_003,EMP244,4,3/3/2019
1820,ESP_004,EMP244,5,3/3/2019
1821,ESP_005,EMP244,8,3/3/2019
1822,ESP_006,EMP244,12,3/3/2019
1823,ESP_007,EMP244,6,3/3/2019
1824,ESP_008,EMP244,4,3/3/2019
1825,PROD_001,EMP244,33,3/10/2019
1826,PROD_002,EMP244,47,3/10/2019
1827,PROD_003,EMP244,37,3/10/2019
1828,PROD_004,EMP244,37,3/10/2019
1829,PROD_005,EMP244,23,3/10/2019
1830,PROD_006,EMP244,33,3/10/2019
1831,PROD_007,EMP244,40,3/10/2019
1832,PROD_008,EMP244,24,3/10/2019
1833,ESP_001,EMP244,7,3/10/2019
1834,ESP_002,EMP244,5,3/10/2019
1835,ESP_003,EMP244,4,3/10/2019
1836,ESP_004,EMP244,4,3/10/2019
1837,ESP_005,EMP244,5,3/10/2019
1838,ESP_006,EMP244,10,3/10/2019
1839,ESP_007,EMP244,5,3/10/2019
1840,ESP_008,EMP244,3,3/10/2019
1841,PROD_001,EMP244,41,3/17/2019
1842,PROD_002,EMP244,31,3/17/2019
1843,PROD_003,EMP244,32,3/17/2019
1844,PROD_004,EMP244,27,3/17/2019
1845,PROD_005,EMP244,38,3/17/2019
1846,PROD_006,EMP244,28,3/17/2019
1847,PROD_007,EMP244,38,3/17/2019
1848,PROD_008,EMP244,24,3/17/2019
1849,ESP_001,EMP244,8,3/17/2019
1850,ESP_002,EMP244,3,3/17/2019
1851,ESP_003,EMP244,3,3/17/2019
1852,ESP_004,EMP244,3,3/17/2019
1853,ESP_005,EMP244,7,3/17/2019
1854,ESP_006,EMP244,8,3/17/2019
1855,ESP_007,EMP244,4,3/17/2019
1856,ESP_008,EMP244,3,3/17/2019
1857,PROD_001,EMP244,47,3/24/2019
1858,PROD_002,EMP244,48,3/24/2019
1859,PROD_003,EMP244,38,3/24/2019
1860,PROD_004,EMP244,38,3/24/2019
1861,PROD_005,EMP244,38,3/24/2019
1862,PROD_006,EMP244,43,3/24/2019
1863,PROD_007,EMP244,34,3/24/2019
1864,PROD_008,EMP244,34,3/24/2019
1865,ESP_001,EMP244,8,3/24/2019
1866,ESP_002,EMP244,3,3/24/2019
1867,ESP_003,EMP244,3,3/24/2019
1868,ESP_004,EMP244,3,3/24/2019
1869,ESP_005,EMP244,6,3/24/2019
1870,ESP_006,EMP244,12,3/24/2019
1871,ESP_007,EMP244,2,3/24/2019
1872,ESP_008,EMP244,3,3/24/2019
1873,PROD_001,EMP244,40,3/31/2019
1874,PROD_002,EMP244,43,3/31/2019
1875,PROD_003,EMP244,39,3/31/2019
1876,PROD_004,EMP244,34,3/31/2019
1877,PROD_005,EMP244,41,3/31/2019
1878,PROD_006,EMP244,38,3/31/2019
1879,PROD_007,EMP244,34,3/31/2019
1880,PROD_008,EMP244,29,3/31/2019
1881,ESP_001,EMP244,7,3/31/2019
1882,ESP_002,EMP244,3,3/31/2019
1883,ESP_003,EMP244,3,3/31/2019
1884,ESP_004,EMP244,3,3/31/2019
1885,ESP_005,EMP244,7,3/31/2019
1886,ESP_006,EMP244,10,3/31/2019
1887,ESP_007,EMP244,3,3/31/2019
1888,ESP_008,EMP244,3,3/31/2019
1889,PROD_001,EMP244,47,4/7/2019
1890,PROD_002,EMP244,37,4/7/2019
1891,PROD_003,EMP244,28,4/7/2019
1892,PROD_004,EMP244,32,4/7/2019
1893,PROD_005,EMP244,43,4/7/2019
1894,PROD_006,EMP244,19,4/7/2019
1895,PROD_007,EMP244,36,4/7/2019
1896,PROD_008,EMP244,24,4/7/2019
1897,ESP_001,EMP244,8,4/7/2019
1898,ESP_002,EMP244,2,4/7/2019
1899,ESP_003,EMP244,3,4/7/2019
1900,ESP_004,EMP244,3,4/7/2019
1901,ESP_005,EMP244,8,4/7/2019
1902,ESP_006,EMP244,5,4/7/2019
1903,ESP_007,EMP244,3,4/7/2019
1904,ESP_008,EMP244,2,4/7/2019
1905,PROD_001,EMP244,53,4/14/2019
1906,PROD_002,EMP244,45,4/14/2019
1907,PROD_003,EMP244,43,4/14/2019
1908,PROD_004,EMP244,30,4/14/2019
1909,PROD_005,EMP244,27,4/14/2019
1910,PROD_006,EMP244,40,4/14/2019
1911,PROD_007,EMP244,38,4/14/2019
1912,PROD_008,EMP244,29,4/14/2019
1913,ESP_001,EMP244,9,4/14/2019
1914,ESP_002,EMP244,3,4/14/2019
1915,ESP_003,EMP244,4,4/14/2019
1916,ESP_004,EMP244,3,4/14/2019
1917,ESP_005,EMP244,5,4/14/2019
1918,ESP_006,EMP244,11,4/14/2019
1919,ESP_007,EMP244,4,4/14/2019
1920,ESP_008,EMP244,3,4/14/2019
1921,PROD_001,EMP244,44,4/21/2019
1922,PROD_002,EMP244,47,4/21/2019
1923,PROD_003,EMP244,50,4/21/2019
1924,PROD_004,EMP244,47,4/21/2019
1925,PROD_005,EMP244,38,4/21/2019
1926,PROD_006,EMP244,41,4/21/2019
1927,PROD_007,EMP244,31,4/21/2019
1928,PROD_008,EMP244,24,4/21/2019
1929,ESP_001,EMP244,7,4/21/2019
1930,ESP_002,EMP244,3,4/21/2019
1931,ESP_003,EMP244,5,4/21/2019
1932,ESP_004,EMP244,4,4/21/2019
1933,ESP_005,EMP244,8,4/21/2019
1934,ESP_006,EMP244,11,4/21/2019
1935,ESP_007,EMP244,3,4/21/2019
1936,ESP_008,EMP244,2,4/21/2019
1937,PROD_001,EMP244,39,4/28/2019
1938,PROD_002,EMP244,39,4/28/2019
1939,PROD_003,EMP244,39,4/28/2019
1940,PROD_004,EMP244,33,4/28/2019
1941,PROD_005,EMP244,31,4/28/2019
1942,PROD_006,EMP244,32,4/28/2019
1943,PROD_007,EMP244,35,4/28/2019
1944,PROD_008,EMP244,29,4/28/2019
1945,ESP_001,EMP244,7,4/28/2019
1946,ESP_002,EMP244,3,4/28/2019
1947,ESP_003,EMP244,4,4/28/2019
1948,ESP_004,EMP244,3,4/28/2019
1949,ESP_005,EMP244,7,4/28/2019
1950,ESP_006,EMP244,9,4/28/2019
1951,ESP_007,EMP244,4,4/28/2019
1952,ESP_008,EMP244,3,4/28/2019
1953,PROD_001,EMP244,42,5/5/2019
1954,PROD_002,EMP244,50,5/5/2019
1955,PROD_003,EMP244,44,5/5/2019
1956,PROD_004,EMP244,30,5/5/2019
1957,PROD_005,EMP244,43,5/5/2019
1958,PROD_006,EMP244,41,5/5/2019
1959,PROD_007,EMP244,44,5/5/2019
1960,PROD_008,EMP244,22,5/5/2019
1961,ESP_001,EMP244,8,5/5/2019
1962,ESP_002,EMP244,4,5/5/2019
1963,ESP_003,EMP244,5,5/5/2019
1964,ESP_004,EMP244,3,5/5/2019
1965,ESP_005,EMP244,9,5/5/2019
1966,ESP_006,EMP244,12,5/5/2019
1967,ESP_007,EMP244,5,5/5/2019
1968,ESP_008,EMP244,2,5/5/2019
1969,PROD_001,EMP244,41,5/12/2019
1970,PROD_002,EMP244,38,5/12/2019
1971,PROD_003,EMP244,33,5/12/2019
1972,PROD_004,EMP244,26,5/12/2019
1973,PROD_005,EMP244,32,5/12/2019
1974,PROD_006,EMP244,36,5/12/2019
1975,PROD_007,EMP244,38,5/12/2019
1976,PROD_008,EMP244,22,5/12/2019
1977,ESP_001,EMP244,9,5/12/2019
1978,ESP_002,EMP244,3,5/12/2019
1979,ESP_003,EMP244,4,5/12/2019
1980,ESP_004,EMP244,3,5/12/2019
1981,ESP_005,EMP244,7,5/12/2019
1982,ESP_006,EMP244,11,5/12/2019
1983,ESP_007,EMP244,4,5/12/2019
1984,ESP_008,EMP244,3,5/12/2019
1985,PROD_001,EMP244,44,5/19/2019
1986,PROD_002,EMP244,38,5/19/2019
1987,PROD_003,EMP244,35,5/19/2019
1988,PROD_004,EMP244,31,5/19/2019
1989,PROD_005,EMP244,35,5/19/2019
1990,PROD_006,EMP244,51,5/19/2019
1991,PROD_007,EMP244,36,5/19/2019
1992,PROD_008,EMP244,37,5/19/2019
1993,ESP_001,EMP244,10,5/19/2019
1994,ESP_002,EMP244,4,5/19/2019
1995,ESP_003,EMP244,5,5/19/2019
1996,ESP_004,EMP244,4,5/19/2019
1997,ESP_005,EMP244,8,5/19/2019
1998,ESP_006,EMP244,16,5/19/2019
1999,ESP_007,EMP244,4,5/19/2019
2000,ESP_008,EMP244,5,5/19/2019
2001,PROD_001,EMP244,51,5/26/2019
2002,PROD_002,EMP244,44,5/26/2019
2003,PROD_003,EMP244,33,5/26/2019
2004,PROD_004,EMP244,35,5/26/2019
2005,PROD_005,EMP244,38,5/26/2019
2006,PROD_006,EMP244,29,5/26/2019
2007,PROD_007,EMP244,41,5/26/2019
2008,PROD_008,EMP244,32,5/26/2019
2009,ESP_001,EMP244,12,5/26/2019
2010,ESP_002,EMP244,5,5/26/2019
2011,ESP_003,EMP244,5,5/26/2019
2012,ESP_004,EMP244,6,5/26/2019
2013,ESP_005,EMP244,9,5/26/2019
2014,ESP_006,EMP244,10,5/26/2019
2015,ESP_007,EMP244,6,5/26/2019
2016,ESP_008,EMP244,5,5/26/2019
2017,PROD_001,EMP244,47,6/2/2019
2018,PROD_002,EMP244,33,6/2/2019
2019,PROD_003,EMP244,38,6/2/2019
2020,PROD_004,EMP244,22,6/2/2019
2021,PROD_005,EMP244,48,6/2/2019
2022,PROD_006,EMP244,29,6/2/2019
2023,PROD_007,EMP244,33,6/2/2019
2024,PROD_008,EMP244,25,6/2/2019
2025,ESP_001,EMP244,12,6/2/2019
2026,ESP_002,EMP244,4,6/2/2019
2027,ESP_003,EMP244,7,6/2/2019
2028,ESP_004,EMP244,4,6/2/2019
2029,ESP_005,EMP244,13,6/2/2019
2030,ESP_006,EMP244,10,6/2/2019
2031,ESP_007,EMP244,6,6/2/2019
2032,ESP_008,EMP244,4,6/2/2019
2033,PROD_001,EMP244,44,6/9/2019
2034,PROD_002,EMP244,27,6/9/2019
2035,PROD_003,EMP244,26,6/9/2019
2036,PROD_004,EMP244,26,6/9/2019
2037,PROD_005,EMP244,38,6/9/2019
2038,PROD_006,EMP244,32,6/9/2019
2039,PROD_007,EMP244,38,6/9/2019
2040,PROD_008,EMP244,27,6/9/2019
2041,ESP_001,EMP244,12,6/9/2019
2042,ESP_002,EMP244,4,6/9/2019
2043,ESP_003,EMP244,6,6/9/2019
2044,ESP_004,EMP244,6,6/9/2019
2045,ESP_005,EMP244,11,6/9/2019
2046,ESP_006,EMP244,12,6/9/2019
2047,ESP_007,EMP244,8,6/9/2019
2048,ESP_008,EMP244,5,6/9/2019
2049,PROD_001,EMP244,38,6/16/2019
2050,PROD_002,EMP244,39,6/16/2019
2051,PROD_003,EMP244,28,6/16/2019
2052,PROD_004,EMP244,44,6/16/2019
2053,PROD_005,EMP244,30,6/16/2019
2054,PROD_006,EMP244,24,6/16/2019
2055,PROD_007,EMP244,31,6/16/2019
2056,PROD_008,EMP244,50,6/16/2019
2057,ESP_001,EMP244,11,6/16/2019
2058,ESP_002,EMP244,7,6/16/2019
2059,ESP_003,EMP244,7,6/16/2019
2060,ESP_004,EMP244,11,6/16/2019
2061,ESP_005,EMP244,9,6/16/2019
2062,ESP_006,EMP244,10,6/16/2019
2063,ESP_007,EMP244,7,6/16/2019
2064,ESP_008,EMP244,11,6/16/2019
2065,PROD_001,EMP244,32,6/23/2019
2066,PROD_002,EMP244,23,6/23/2019
2067,PROD_003,EMP244,24,6/23/2019
2068,PROD_004,EMP244,18,6/23/2019
2069,PROD_005,EMP244,21,6/23/2019
2070,PROD_006,EMP244,23,6/23/2019
2071,PROD_007,EMP244,34,6/23/2019
2072,PROD_008,EMP244,33,6/23/2019
2073,ESP_001,EMP244,9,6/23/2019
2074,ESP_002,EMP244,4,6/23/2019
2075,ESP_003,EMP244,6,6/23/2019
2076,ESP_004,EMP244,4,6/23/2019
2077,ESP_005,EMP244,7,6/23/2019
2078,ESP_006,EMP244,10,6/23/2019
2079,ESP_007,EMP244,8,6/23/2019
2080,ESP_008,EMP244,8,6/23/2019
2081,PROD_001,EMP244,29,6/30/2019
2082,PROD_002,EMP244,22,6/30/2019
2083,PROD_003,EMP244,21,6/30/2019
2084,PROD_004,EMP244,41,6/30/2019
2085,PROD_005,EMP244,20,6/30/2019
2086,PROD_006,EMP244,19,6/30/2019
2087,PROD_007,EMP244,20,6/30/2019
2088,PROD_008,EMP244,14,6/30/2019
2089,ESP_001,EMP244,9,6/30/2019
2090,ESP_002,EMP244,5,6/30/2019
2091,ESP_003,EMP244,5,6/30/2019
2092,ESP_004,EMP244,10,6/30/2019
2093,ESP_005,EMP244,6,6/30/2019
2094,ESP_006,EMP244,8,6/30/2019
2095,ESP_007,EMP244,5,6/30/2019
2096,ESP_008,EMP244,4,6/30/2019
2097,PROD_001,EMP244,41,7/7/2019
2098,PROD_002,EMP244,29,7/7/2019
2099,PROD_003,EMP244,26,7/7/2019
2100,PROD_004,EMP244,30,7/7/2019
2101,PROD_005,EMP244,22,7/7/2019
2102,PROD_006,EMP244,32,7/7/2019
2103,PROD_007,EMP244,24,7/7/2019
2104,PROD_008,EMP244,11,7/7/2019
2105,ESP_001,EMP244,13,7/7/2019
2106,ESP_002,EMP244,7,7/7/2019
2107,ESP_003,EMP244,6,7/7/2019
2108,ESP_004,EMP244,7,7/7/2019
2109,ESP_005,EMP244,7,7/7/2019
2110,ESP_006,EMP244,14,7/7/2019
2111,ESP_007,EMP244,6,7/7/2019
2112,ESP_008,EMP244,3,7/7/2019
2113,PROD_001,EMP244,27,7/14/2019
2114,PROD_002,EMP244,24,7/14/2019
2115,PROD_003,EMP244,24,7/14/2019
2116,PROD_004,EMP244,22,7/14/2019
2117,PROD_005,EMP244,24,7/14/2019
2118,PROD_006,EMP244,26,7/14/2019
2119,PROD_007,EMP244,27,7/14/2019
2120,PROD_008,EMP244,13,7/14/2019
2121,ESP_001,EMP244,9,7/14/2019
2122,ESP_002,EMP244,6,7/14/2019
2123,ESP_003,EMP244,6,7/14/2019
2124,ESP_004,EMP244,5,7/14/2019
2125,ESP_005,EMP244,8,7/14/2019
2126,ESP_006,EMP244,12,7/14/2019
2127,ESP_007,EMP244,8,7/14/2019
2128,ESP_008,EMP244,4,7/14/2019
2129,PROD_001,EMP244,21,7/21/2019
2130,PROD_002,EMP244,36,7/21/2019
2131,PROD_003,EMP244,33,7/21/2019
2132,PROD_004,EMP244,28,7/21/2019
2133,PROD_005,EMP244,23,7/21/2019
2134,PROD_006,EMP244,28,7/21/2019
2135,PROD_007,EMP244,31,7/21/2019
2136,PROD_008,EMP244,24,7/21/2019
2137,ESP_001,EMP244,7,7/21/2019
2138,ESP_002,EMP244,9,7/21/2019
2139,ESP_003,EMP244,8,7/21/2019
2140,ESP_004,EMP244,7,7/21/2019
2141,ESP_005,EMP244,8,7/21/2019
2142,ESP_006,EMP244,13,7/21/2019
2143,ESP_007,EMP244,9,7/21/2019
2144,ESP_008,EMP244,7,7/21/2019
2145,PROD_001,EMP244,36,7/28/2019
2146,PROD_002,EMP244,33,7/28/2019
2147,PROD_003,EMP244,28,7/28/2019
2148,PROD_004,EMP244,31,7/28/2019
2149,PROD_005,EMP244,31,7/28/2019
2150,PROD_006,EMP244,31,7/28/2019
2151,PROD_007,EMP244,25,7/28/2019
2152,PROD_008,EMP244,16,7/28/2019
2153,ESP_001,EMP244,12,7/28/2019
2154,ESP_002,EMP244,8,7/28/2019
2155,ESP_003,EMP244,7,7/28/2019
2156,ESP_004,EMP244,8,7/28/2019
2157,ESP_005,EMP244,10,7/28/2019
2158,ESP_006,EMP244,14,7/28/2019
2159,ESP_007,EMP244,7,7/28/2019
2160,ESP_008,EMP244,5,7/28/2019
2161,PROD_001,EMP244,27,8/4/2019
2162,PROD_002,EMP244,33,8/4/2019
2163,PROD_003,EMP244,24,8/4/2019
2164,PROD_004,EMP244,21,8/4/2019
2165,PROD_005,EMP244,23,8/4/2019
2166,PROD_006,EMP244,22,8/4/2019
2167,PROD_007,EMP244,18,8/4/2019
2168,PROD_008,EMP244,17,8/4/2019
2169,ESP_001,EMP244,9,8/4/2019
2170,ESP_002,EMP244,9,8/4/2019
2171,ESP_003,EMP244,6,8/4/2019
2172,ESP_004,EMP244,6,8/4/2019
2173,ESP_005,EMP244,8,8/4/2019
2174,ESP_006,EMP244,10,8/4/2019
2175,ESP_007,EMP244,5,8/4/2019
2176,ESP_008,EMP244,5,8/4/2019
2177,PROD_001,EMP244,30,8/11/2019
2178,PROD_002,EMP244,32,8/11/2019
2179,PROD_003,EMP244,24,8/11/2019
2180,PROD_004,EMP244,27,8/11/2019
2181,PROD_005,EMP244,33,8/11/2019
2182,PROD_006,EMP244,49,8/11/2019
2183,PROD_007,EMP244,35,8/11/2019
2184,PROD_008,EMP244,15,8/11/2019
2185,ESP_001,EMP244,10,8/11/2019
2186,ESP_002,EMP244,8,8/11/2019
2187,ESP_003,EMP244,6,8/11/2019
2188,ESP_004,EMP244,7,8/11/2019
2189,ESP_005,EMP244,11,8/11/2019
2190,ESP_006,EMP244,23,8/11/2019
2191,ESP_007,EMP244,10,8/11/2019
2192,ESP_008,EMP244,4,8/11/2019
2193,PROD_001,EMP244,19,8/18/2019
2194,PROD_002,EMP244,38,8/18/2019
2195,PROD_003,EMP244,29,8/18/2019
2196,PROD_004,EMP244,33,8/18/2019
2197,PROD_005,EMP244,31,8/18/2019
2198,PROD_006,EMP244,35,8/18/2019
2199,PROD_007,EMP244,19,8/18/2019
2200,PROD_008,EMP244,17,8/18/2019
2201,ESP_001,EMP244,6,8/18/2019
2202,ESP_002,EMP244,9,8/18/2019
2203,ESP_003,EMP244,7,8/18/2019
2204,ESP_004,EMP244,8,8/18/2019
2205,ESP_005,EMP244,10,8/18/2019
2206,ESP_006,EMP244,16,8/18/2019
2207,ESP_007,EMP244,5,8/18/2019
2208,ESP_008,EMP244,5,8/18/2019
2209,PROD_001,EMP244,46,8/25/2019
2210,PROD_002,EMP244,32,8/25/2019
2211,PROD_003,EMP244,23,8/25/2019
2212,PROD_004,EMP244,39,8/25/2019
2213,PROD_005,EMP244,39,8/25/2019
2214,PROD_006,EMP244,29,8/25/2019
2215,PROD_007,EMP244,34,8/25/2019
2216,PROD_008,EMP244,18,8/25/2019
2217,ESP_001,EMP244,14,8/25/2019
2218,ESP_002,EMP244,7,8/25/2019
2219,ESP_003,EMP244,5,8/25/2019
2220,ESP_004,EMP244,9,8/25/2019
2221,ESP_005,EMP244,12,8/25/2019
2222,ESP_006,EMP244,12,8/25/2019
2223,ESP_007,EMP244,8,8/25/2019
2224,ESP_008,EMP244,4,8/25/2019
2225,PROD_001,EMP244,31,9/1/2019
2226,PROD_002,EMP244,30,9/1/2019
2227,PROD_003,EMP244,30,9/1/2019
2228,PROD_004,EMP244,27,9/1/2019
2229,PROD_005,EMP244,30,9/1/2019
2230,PROD_006,EMP244,38,9/1/2019
2231,PROD_007,EMP244,23,9/1/2019
2232,PROD_008,EMP244,20,9/1/2019
2233,ESP_001,EMP244,8,9/1/2019
2234,ESP_002,EMP244,6,9/1/2019
2235,ESP_003,EMP244,6,9/1/2019
2236,ESP_004,EMP244,6,9/1/2019
2237,ESP_005,EMP244,9,9/1/2019
2238,ESP_006,EMP244,15,9/1/2019
2239,ESP_007,EMP244,5,9/1/2019
2240,ESP_008,EMP244,4,9/1/2019
2241,PROD_001,EMP244,33,9/8/2019
2242,PROD_002,EMP244,32,9/8/2019
2243,PROD_003,EMP244,38,9/8/2019
2244,PROD_004,EMP244,29,9/8/2019
2245,PROD_005,EMP244,30,9/8/2019
2246,PROD_006,EMP244,29,9/8/2019
2247,PROD_007,EMP244,20,9/8/2019
2248,PROD_008,EMP244,19,9/8/2019
2249,ESP_001,EMP244,8,9/8/2019
2250,ESP_002,EMP244,6,9/8/2019
2251,ESP_003,EMP244,7,9/8/2019
2252,ESP_004,EMP244,6,9/8/2019
2253,ESP_005,EMP244,8,9/8/2019
2254,ESP_006,EMP244,11,9/8/2019
2255,ESP_007,EMP244,4,9/8/2019
2256,ESP_008,EMP244,3,9/8/2019
2257,PROD_001,EMP244,29,9/15/2019
2258,PROD_002,EMP244,34,9/15/2019
2259,PROD_003,EMP244,29,9/15/2019
2260,PROD_004,EMP244,22,9/15/2019
2261,PROD_005,EMP244,34,9/15/2019
2262,PROD_006,EMP244,31,9/15/2019
2263,PROD_007,EMP244,28,9/15/2019
2264,PROD_008,EMP244,26,9/15/2019
2265,ESP_001,EMP244,7,9/15/2019
2266,ESP_002,EMP244,6,9/15/2019
2267,ESP_003,EMP244,6,9/15/2019
2268,ESP_004,EMP244,4,9/15/2019
2269,ESP_005,EMP244,9,9/15/2019
2270,ESP_006,EMP244,12,9/15/2019
2271,ESP_007,EMP244,5,9/15/2019
2272,ESP_008,EMP244,5,9/15/2019
2273,PROD_001,EMP244,36,9/22/2019
2274,PROD_002,EMP244,41,9/22/2019
2275,PROD_003,EMP244,23,9/22/2019
2276,PROD_004,EMP244,36,9/22/2019
2277,PROD_005,EMP244,31,9/22/2019
2278,PROD_006,EMP244,25,9/22/2019
2279,PROD_007,EMP244,27,9/22/2019
2280,PROD_008,EMP244,16,9/22/2019
2281,ESP_001,EMP244,10,9/22/2019
2282,ESP_002,EMP244,8,9/22/2019
2283,ESP_003,EMP244,4,9/22/2019
2284,ESP_004,EMP244,7,9/22/2019
2285,ESP_005,EMP244,8,9/22/2019
2286,ESP_006,EMP244,10,9/22/2019
2287,ESP_007,EMP244,5,9/22/2019
2288,ESP_008,EMP244,3,9/22/2019
2289,PROD_001,EMP244,34,9/29/2019
2290,PROD_002,EMP244,47,9/29/2019
2291,PROD_003,EMP244,30,9/29/2019
2292,PROD_004,EMP244,30,9/29/2019
2293,PROD_005,EMP244,21,9/29/2019
2294,PROD_006,EMP244,21,9/29/2019
2295,PROD_007,EMP244,34,9/29/2019
2296,PROD_008,EMP244,24,9/29/2019
2297,ESP_001,EMP244,10,9/29/2019
2298,ESP_002,EMP244,9,9/29/2019
2299,ESP_003,EMP244,6,9/29/2019
2300,ESP_004,EMP244,6,9/29/2019
2301,ESP_005,EMP244,6,9/29/2019
2302,ESP_006,EMP244,8,9/29/2019
2303,ESP_007,EMP244,7,9/29/2019
2304,ESP_008,EMP244,5,9/29/2019
2305,PROD_001,EMP244,25,10/6/2019
2306,PROD_002,EMP244,28,10/6/2019
2307,PROD_003,EMP244,41,10/6/2019
2308,PROD_004,EMP244,29,10/6/2019
2309,PROD_005,EMP244,21,10/6/2019
2310,PROD_006,EMP244,22,10/6/2019
2311,PROD_007,EMP244,19,10/6/2019
2312,PROD_008,EMP244,17,10/6/2019
2313,ESP_001,EMP244,8,10/6/2019
2314,ESP_002,EMP244,6,10/6/2019
2315,ESP_003,EMP244,8,10/6/2019
2316,ESP_004,EMP244,6,10/6/2019
2317,ESP_005,EMP244,6,10/6/2019
2318,ESP_006,EMP244,8,10/6/2019
2319,ESP_007,EMP244,4,10/6/2019
2320,ESP_008,EMP244,3,10/6/2019
2321,PROD_001,EMP244,27,10/13/2019
2322,PROD_002,EMP244,26,10/13/2019
2323,PROD_003,EMP244,30,10/13/2019
2324,PROD_004,EMP244,38,10/13/2019
2325,PROD_005,EMP244,39,10/13/2019
